"","reviewid","label","genre","title","artist","score","best_new_music","pub_month","pub_year","genre_occurrences","label_count"
"81",20433,"three lobed","folk/country","river","daniel bachman",7.7,0,5,2015,735,27
"82",20305,"family vineyard","folk/country","blues: the ""dark paintings"" of mark rothko","loren connors",8.3,0,5,2015,735,16
"83",20540,"old omens","folk/country","high on tulsa heat","john moreland",7,0,5,2015,735,1
"84",20481,"dead oceans","folk/country","dark bird is home","the tallest man on earth",6.7,0,5,2015,735,79
"85",20560,"light in the attic","folk/country","songs from suicide bridge","david kauffman, eric caboor",7.4,0,5,2015,735,61
"86",20330,"paradise of bachelors","folk/country","loyalty","the weather station",7.8,0,5,2015,735,17
"87",20475,"dead oceans","folk/country","who is the sender?","bill fay",7.4,0,4,2015,735,79
"88",20417,"brassland","folk/country","bashed out","this is the kit",7.2,0,4,2015,735,18
"89",20203,"numero group","folk/country","the best of the best show","scharpling & wurster",8.8,1,4,2015,735,62
"90",20218,"asthmatic kitty","folk/country","carrie & lowell","sufjan stevens",9.3,1,3,2015,735,74
"91",20215,"dead oceans","folk/country","primrose green","ryley walker",6.2,0,3,2015,735,79
"92",20211,"immune","folk/country","i am all your own","ilyas ahmed",7.7,0,3,2015,735,1
"93",20311,"burger","folk/country","fast-moving clouds","sarah bethe nelson",7.4,0,3,2015,735,13
"94",20302,"tin angel","folk/country","perfect abandon","tom brosseau",7,0,3,2015,735,3
"95",20302,"crossbill","folk/country","perfect abandon","tom brosseau",7,0,3,2015,735,2
"96",20200,"smithsonian folkways","folk/country","lead belly: the smithsonian folkways collection","lead belly",9,1,3,2015,735,2
"97",20198,"thrill jockey","folk/country","seasonal hire","black twig pickers, steve gunn",7.4,0,2,2015,735,320
"98",20199,"black cricket","folk/country","archive series volume no. 1","iron & wine",7.2,0,2,2015,735,2
"99",20249,"team love","folk/country","great big flamingo burning moon","the wave pictures",5.9,0,2,2015,735,36
"100",20249,"moshi moshi","folk/country","great big flamingo burning moon","the wave pictures",5.9,0,2,2015,735,34
"101",20092,"merge","folk/country","southern grammar ep","hiss golden messenger",7.2,0,2,2015,735,275
"102",20093,"important","folk/country","summoning suns","james blackshaw",7.9,0,2,2015,735,57
"103",20130,"drag city","folk/country","on your own love again","jessica pratt",8.1,0,1,2015,735,301
"104",20049,"drag city","folk/country","alasdair roberts","alasdair roberts",7.3,0,1,2015,735,301
"105",20115,"new images","folk/country","unmoored by the wind","itasca",7.4,0,1,2015,735,1
"106",19908,"metal blade","folk/country","where greater men have fallen","primordial",7.9,0,12,2014,735,23
"107",20022,"century media","folk/country","at war with reality","at the gates",6.9,0,12,2014,735,26
"108",19919,"paradise of bachelors","folk/country","nansemond","nathan bowles",7.2,0,11,2014,735,17
"109",19867,"sacred bones","folk/country","final days","cult of youth",8.1,0,11,2014,735,92
"110",19825,"you've changed","folk/country","what am i going to do with everything i know","the weather station",8.1,0,10,2014,735,1
"111",19821,"paradise of bachelors","folk/country","way out weather","steve gunn",8,0,10,2014,735,17
"112",19828,"no quarter","folk/country","electric ursa","joan shelley",7.9,0,9,2014,735,25
"113",19844,"palace","folk/country","singer's grave a sea of tongues","bonnie prince billy",6.9,0,9,2014,735,7
"114",19844,"drag city","folk/country","singer's grave a sea of tongues","bonnie prince billy",6.9,0,9,2014,735,301
"115",19681,"merge","folk/country","lateness of dancers","hiss golden messenger",7.6,0,9,2014,735,275
"116",19776,"other music","folk/country","cowboy's prayer ep","mutual benefit",6.3,0,9,2014,735,8
"117",19605,"bathetic","folk/country","orange co. serenade","daniel bachman",6.8,0,7,2014,735,3
"118",19543,"tompkins square","folk/country","fantmas: le faux magistrat","james blackshaw",6.6,0,7,2014,735,29
"119",19501,"woodsist","folk/country","days of being wild","matt kivel",7.6,0,7,2014,735,41
"120",19442,"rvng intl.","folk/country","cantos de lisboa","steve gunn, mike cooper",7.2,0,7,2014,735,46
"121",19536,"dead oceans","folk/country","heal","strand of oaks",7.9,0,6,2014,735,79
"122",19474,"kobalt","folk/country","falling theater","matteah baim",7.6,0,6,2014,735,8
"123",19474,"dream drive","folk/country","falling theater","matteah baim",7.6,0,6,2014,735,1
"124",19386,"high top mountain","folk/country","metamodern sounds in country music","sturgill simpson",7.7,0,5,2014,735,1
"125",19294,"merge","folk/country","lost colony","william tyler",7.3,0,5,2014,735,275
"126",19193,"glitterhouse","folk/country","refractory obdurate","wovenhand",8.2,0,5,2014,735,3
"127",19193,"deathwish","folk/country","refractory obdurate","wovenhand",8.2,0,5,2014,735,15
"128",19217,"in de goot","folk/country","here be monsters","jon langford",7,0,4,2014,735,2
"129",19080,"columbia","folk/country","out among the stars","johnny cash",7.4,0,3,2014,735,242
"130",19080,"legacy","folk/country","out among the stars","johnny cash",7.4,0,3,2014,735,57
"131",19088,"paradise of bachelors","folk/country","lavender country","lavender country",8.6,1,3,2014,735,17
"132",19063,"light in the attic","folk/country","second poem to karmela"" or gypsies are important","peter walker",8.3,0,3,2014,735,61
"133",19066,"asthmatic kitty","folk/country","the soul of all natural things","linda perhacs",6.8,0,3,2014,735,74
"134",19053,"sub pop","folk/country","island intervals","death vessel",7.5,0,3,2014,735,337
"135",18996,"bloodshot","folk/country","somewhere else","lydia loveless",7.3,0,2,2014,735,29
"136",18941,"sacred bones","folk/country","july","marissa nadler",8.1,0,2,2014,735,92
"137",18860,"caldo verde","folk/country","benji","sun kil moon",9.2,1,2,2014,735,32
"138",18928,"orindal","folk/country","rooms with walls and windows","julie byrne",7.4,0,1,2014,735,4
"139",18793,"island","folk/country","tuck box","nick drake",8.5,1,1,2014,735,94
"140",18895,"vagrant","folk/country","post tropical","james vincent mcmorrow",7.1,0,1,2014,735,69
"141",18853,"no quarter","folk/country","strong feelings","doug paisley",7.5,0,1,2014,735,25
"142",18834,"paradise of bachelors","folk/country","bad debt","hiss golden messenger",8.2,0,1,2014,735,17
"143",18807,"electric ragtime","folk/country","blue rider","zachary cale",7.9,0,12,2013,735,1
"144",18797,"talitres","folk/country","blood/lines","emily jane white",6.6,0,12,2013,735,2
"145",18716,"wichita","folk/country","mug museum","cate le bon",7.3,0,11,2013,735,47
"146",18716,"turnstile","folk/country","mug museum","cate le bon",7.3,0,11,2013,735,11
"147",18651,"olde english spelling bee","folk/country","double exposure","matt kivel",8,0,10,2013,735,9
"148",18651,"burger","folk/country","double exposure","matt kivel",8,0,10,2013,735,13
"149",18682,"svart","folk/country","joko sin tulet tnne alas tai min nousen sinne","paavoharju",7.1,0,10,2013,735,4
"150",18669,"other music","folk/country","love's crushing diamond","mutual benefit",8.4,1,10,2013,735,8
"151",18666,"crammed discs","folk/country","wed 21","juana molina",7.3,0,10,2013,735,17
"152",18650,"self-released","folk/country","bonnie ""prince"" billy","bonnie prince billy",7.8,0,10,2013,735,475
"153",18451,"anti-","folk/country","the worse things get, the harder i fight...","neko case",8.2,0,9,2013,735,115
"154",18228,"jagjaguwar","folk/country","fantasy","lightning dust",5.5,0,7,2013,735,177
"155",18222,"metal blade","folk/country","deceiver of the gods","amon amarth",5.6,0,7,2013,735,23
"156",18176,"paradise of bachelors","folk/country","time off","steve gunn",7.9,0,7,2013,735,17
"157",18248,"sub pop","folk/country","me moan","daughn gibson",6.3,0,7,2013,735,337
"158",18161,"sacred bones","folk/country","this is another life","case studies",5.6,0,6,2013,735,92
"159",18063,"city slang","folk/country","tales of a grasswidow","cocorosie",6.7,0,5,2013,735,42
"160",18007,"thrill jockey","folk/country","my garden state","glenn jones",7.7,0,5,2013,735,320
"161",18073,"domino","folk/country","a bad wind blows in my heart","bill ryder-jones",5.2,0,5,2013,735,284
"162",17960,"caldo verde","folk/country","perils from the sea","the album leaf, sun kil moon",7.3,0,4,2013,735,32
"163",17875,"nonesuch","folk/country","ghost on ghost","iron & wine",6.1,0,4,2013,735,83
"164",17819,"paradise of bachelors","folk/country","haw","hiss golden messenger",8,0,4,2013,735,17
"165",17780,"merge","folk/country","impossible truth","william tyler",8,0,3,2013,735,275
"166",17605,"debemur morti","folk/country","the plague of a coming age","october falls",6.2,0,3,2013,735,11
"167",17800,"nonesuch","folk/country","mala","devendra banhart",7.6,0,3,2013,735,83
"168",17727,"third man","folk/country","the complete recorded works in chronological order volume 1","the mississippi sheiks",6.5,0,2,2013,735,27
"169",17797,"drag city","folk/country","what the brothers sang","bonnie prince billy, dawn mccarthy",7,0,2,2013,735,301
"170",17566,"latitudes","folk/country","burnt up on re-entry","boduf songs",7.4,0,1,2013,735,2
"171",17545,"polyvinyl","folk/country","in focus?","shugo tokumaru",7.6,0,1,2013,735,135
"172",17418,"atp","folk/country","out of it and into it ","tall firs",6.4,0,1,2013,735,33
"173",17415,"birth","folk/country","jessica pratt","jessica pratt",7.5,0,11,2012,735,2
"174",17320,"asthmatic kitty","folk/country","silver & gold","sufjan stevens",7.8,0,11,2012,735,74
"175",16987,"sacred bones","folk/country","love will prevail","cult of youth",8,0,9,2012,735,92
"176",17012,"dead oceans","folk/country","life is people","bill fay",8,0,8,2012,735,79
"177",16855,"domino/drag city","folk/country","now here's my plan ep","bonnie prince billy",6.8,0,8,2012,735,1
"178",16812,"smithsonian folkways","folk/country","woody at 100: the woody guthrie centennial collection","woody guthrie",8.5,1,7,2012,735,2
"179",16711,"dead oceans","folk/country","there's no leaving now","the tallest man on earth",7.1,0,6,2012,735,79
"180",16674,"caldo verde","folk/country","among the leaves","sun kil moon",6.8,0,6,2012,735,32
"181",16662,"box of cedar","folk/country","the sister","marissa nadler",7,0,5,2012,735,2
"182",16613,"text","folk/country","into the trees","one little plane",6.8,0,5,2012,735,6
"183",16581,"light in the attic","folk/country","the lhi years: nudes, singles & backsides (1968-1971)","lee hazlewood",7.6,0,5,2012,735,61
"184",16546,"tompkins square","folk/country","poor moon","hiss golden messenger",7.8,0,4,2012,735,29
"185",16546,"paradise of bachelors","folk/country","poor moon","hiss golden messenger",7.8,0,4,2012,735,17
"186",16466,"white denim","folk/country","all hell","daughn gibson",8.1,0,4,2012,735,2
"187",16527,"important","folk/country","love is the plan, the plan is death","james blackshaw",7.9,0,4,2012,735,57
"188",16461,"wilderland","folk/country","young man in america","anas mitchell",7.8,0,4,2012,735,2
"189",16461,"thirty tigers","folk/country","young man in america","anas mitchell",7.8,0,4,2012,735,7
"190",16455,"nonesuch","folk/country","locked down","dr. john",7.5,0,4,2012,735,83
"191",16450,"leaf","folk/country","both lights","au",6.6,0,4,2012,735,46
"192",16450,"hometapes","folk/country","both lights","au",6.6,0,4,2012,735,29
"193",16392,"season of mist","folk/country","eternal turn of the wheel","drudkh",8.2,0,3,2012,735,23
"194",16312,"delmore","folk/country","1966","karen dalton",8,0,2,2012,735,3
"195",16226,"barsuk","folk/country","la grande","laura gibson",7.4,0,1,2012,735,84
"196",16226,"city slang","folk/country","la grande","laura gibson",7.4,0,1,2012,735,42
"197",16226,"jealous butcher","folk/country","la grande","laura gibson",7.4,0,1,2012,735,4
"198",16179,"control group","folk/country","cyrk","cate le bon",7.6,0,1,2012,735,10
"199",16118,"rhino handmade","folk/country","bobby charles","bobby charles",8.6,0,1,2012,735,2
"200",16090,"thrill jockey","folk/country","big bells and dime songs","luke roberts",7.5,0,12,2011,735,320
"201",15959,"dust-to-digital","folk/country","your past comes back to haunt you: the fonotone years (19581965)","john fahey",9.5,1,10,2011,735,12
"202",15959,"revenant","folk/country","your past comes back to haunt you: the fonotone years (19581965)","john fahey",9.5,1,10,2011,735,6
"203",15940,"constellation","folk/country","impossible spaces","sandro perri",8.3,0,10,2011,735,56
"204",15886,"drag city","folk/country","wolfroy goes to town","bonnie prince billy",7.8,0,10,2011,735,301
"205",15838,"world circuit","folk/country","fatou","fatoumata diawara",7.6,0,9,2011,735,15
"206",15764,"sacred bones","folk/country","the world is just a shape to fill the night","case studies",7.3,0,9,2011,735,92
"207",15744,"hardly art","folk/country","the ornament","gold leaves",7.7,0,8,2011,735,57
"208",15729,"fargo","folk/country","marble son","jesse sykes & the sweet hereafter",5.9,0,8,2011,735,2
"209",15719,"sacred bones","folk/country","cult of youth","cult of youth",7.3,0,8,2011,735,92
"210",15670,"drag city","folk/country","there is no god","bonnie prince billy",7,0,8,2011,735,301
"211",15690,"anti-","folk/country","field songs","william elliott whitmore",7.5,0,8,2011,735,115
"212",15613,"chemikal underground","folk/country","first edition","fruit tree foundation",5.9,0,7,2011,735,21
"213",15553,"file under: music","folk/country","shirts vs. skins","graham wright",4.9,0,6,2011,735,4
"214",15529,"thousand tongues","folk/country","twist again","bodies of water",7.4,0,6,2011,735,2
"215",15544,"box of cedar","folk/country","marissa nadler","marissa nadler",8.1,0,6,2011,735,2
"216",15533,"three lobed","folk/country","country stash","mv & ee",7.4,0,6,2011,735,27
"217",15506,"pentar","folk/country","make your own danger","alina simone",7.2,0,6,2011,735,1
"218",15504,"tompkins square","folk/country","out on the open west","frank fairfield",8,0,6,2011,735,29
"219",15487,"brainlove","folk/country","outbreeding","david thomas broughton",6.9,0,6,2011,735,1
"220",15442,"trekky records","folk/country","hungry mother blues","phil cook & his feat",7.5,0,5,2011,735,2
"221",15485,"rough trade","folk/country","last","the unthanks",7.6,0,5,2011,735,145
"222",15431,"arts & crafts","folk/country","creep on creepin' on","timber timbre",6.7,0,5,2011,735,70
"223",15373,"moshi moshi","folk/country","beer in the breakers","the wave pictures",5.1,0,5,2011,735,34
"224",15338,"secretly canadian","folk/country","the golden record","little scream",8.1,0,4,2011,735,149
"225",15287,"lightning rod","folk/country","here we rest","jason isbell and the 400 unit",6,0,4,2011,735,2
"226",15222,"mute","folk/country","last of the country gentlemen","josh t. pearson",4,0,4,2011,735,240
"227",15267,"oh wow dang","folk/country","screws get loose","those darlins",6.1,0,4,2011,735,1
"228",15266,"yep roc","folk/country","nightingale","erland & the carnival",5.9,0,3,2011,735,87
"229",15266,"full time hobby","folk/country","nightingale","erland & the carnival",5.9,0,3,2011,735,11
"230",15163,"drag city","folk/country","island brothers","bonnie prince billy, the cairo gang",8,0,3,2011,735,301
"231",15171,"jdub","folk/country","the house of friendly ghosts, vol. 1","the sway machinery",7.5,0,3,2011,735,6
"232",15077,"royal potato family","folk/country","the color","yellowbirds",7.7,0,3,2011,735,1
"233",15152,"strange attractors audio house","folk/country","the woody nightshade","sharron kraus",7.4,0,3,2011,735,27
"234",15133,"next ambience","folk/country","laru beya","aurelio",7.8,0,3,2011,735,3
"235",15046,"legacy","folk/country","bootleg volume 2: from memphis to hollywood","johnny cash",6.7,0,2,2011,735,57
"236",15102,"city slang","folk/country","invariable heartache","kort",7.6,0,2,2011,735,42
"237",15057,"light of morning","folk/country","until the light of morning","essie jain",7.1,0,2,2011,735,1
"238",15001,"jagjaguwar","folk/country","grown unknown","lia ices",7.2,0,1,2011,735,177
"239",15033,"4ad","folk/country","kiss each other clean","iron & wine",7.7,0,1,2011,735,139
"240",15033,"warner bros.","folk/country","kiss each other clean","iron & wine",7.7,0,1,2011,735,197
"241",15006,"no quarter","folk/country","constant companion","doug paisley",7.5,0,1,2011,735,25
"242",15021,"sub pop","folk/country","in the cool of the day","daniel martin moore",7.7,0,1,2011,735,337
"243",14999,"tompkins square","folk/country","behold the spirit","william tyler",8.6,0,1,2011,735,29
"244",14949,"western vinyl","folk/country","life of love","callers",7.6,0,1,2011,735,52
"245",14822,"numero group","folk/country","complete mythology","syl johnson",6.8,0,11,2010,735,62
"246",14820,"thrill jockey","folk/country","ironto special","the black twig pickers",7.2,0,11,2010,735,320
"247",14795,"rough trade","folk/country","paupers field","dylan leblanc",6.8,0,10,2010,735,145
"248",14784,"fire","folk/country","anda jaleo","josephine foster & the victor herrero band",6.2,0,10,2010,735,50
"249",14792,"p-vine","folk/country","port entropy","shugo tokumaru",6.2,0,10,2010,735,6
"250",14738,"asthmatic kitty","folk/country","the age of adz","sufjan stevens",8.4,1,10,2010,735,74
"251",14644,"plug research","folk/country","am/fm","exile",5.6,0,9,2010,735,38
"252",14639,"dead oceans","folk/country","sometimes the blues is just a passing bird ep","the tallest man on earth",7.8,0,9,2010,735,79
"253",14630,"kranky","folk/country","this alone above all else in spite of everything","boduf songs",7.2,0,9,2010,735,170
"254",14567,"emusic","folk/country","pope killdragon","strand of oaks",8.1,0,9,2010,735,13
"255",14618,"asthmatic kitty","folk/country","all delighted people ep","sufjan stevens",7.6,0,9,2010,735,74
"256",14539,"v2","folk/country","hawk","isobel campbell & mark lanegan",7.5,0,8,2010,735,109
"257",14539,"vanguard","folk/country","hawk","isobel campbell & mark lanegan",7.5,0,8,2010,735,9
"258",14534,"young god","folk/country","all is falling","james blackshaw",7.8,0,8,2010,735,37
"259",14501,"asthmatic kitty","folk/country","shannon stephens","shannon stephens",6,0,8,2010,735,74
"260",14445,"nettwerk","folk/country","obadiah","frazey ford",7.1,0,8,2010,735,42
"261",14495,"vanguard","folk/country","hunting my dress","jesca hoop",6.9,0,7,2010,735,9
"262",14469,"bella union","folk/country","made the harbor","mountain man",7.7,0,7,2010,735,57
"263",14469,"partisan","folk/country","made the harbor","mountain man",7.7,0,7,2010,735,30
"264",14394,"anti-","folk/country","interpretations: the british rock songbook","bettye lavette",7.3,0,7,2010,735,115
"265",14437,"yep roc","folk/country","wildwood","chatham county line",7.2,0,7,2010,735,87
"266",14430,"caldo verde","folk/country","admiral fell promises","sun kil moon",7,0,7,2010,735,32
"267",14441,"fat cat","folk/country","i mean to live here still","david karsten daniels, fight the big bull",7.5,0,7,2010,735,109
"268",14421,"thrill jockey","folk/country","ragged and right","jack rose, d. charles speer and the helix",7.2,0,7,2010,735,320
"269",14332,"sounds familyre","folk/country","the threshingfloor","wovenhand",7.3,0,6,2010,735,17
"270",14218,"control group","folk/country","me oh my","cate le bon",7.3,0,6,2010,735,10
"271",14218,"irony bored","folk/country","me oh my","cate le bon",7.3,0,6,2010,735,1
"272",14300,"xl","folk/country","the ghost who walks","karen elson",6.3,0,5,2010,735,134
"273",14300,"third man","folk/country","the ghost who walks","karen elson",6.3,0,5,2010,735,27
"274",14217,"sub pop","folk/country","grey oceans","cocorosie",5.1,0,5,2010,735,337
"275",14232,"sugar hill","folk/country","feast of the hunter's moon","black prairie",5.4,0,5,2010,735,4
"276",14209,"milan","folk/country","victorian america","emily jane white",7.1,0,5,2010,735,16
"277",14183,"moshi moshi","folk/country","instant coffee baby","the wave pictures",7.8,0,5,2010,735,34
"278",14191,"twosyllable","folk/country","inter arbiter","inlets",6.1,0,4,2010,735,7
"279",14110,"dead oceans","folk/country","the wild hunt","the tallest man on earth",8.5,1,4,2010,735,79
"280",14106,"k","folk/country","the bundles","the bundles",5,0,4,2010,735,98
"281",14092,"klangbad","folk/country","no rest","christy & emily",6.3,0,4,2010,735,2
"282",14088,"drag city","folk/country","the wonder show of the world","bonnie prince billy, the cairo gang",7.4,0,4,2010,735,301
"283",14052,"shrug","folk/country","holy broken","sin ropas",7.4,0,4,2010,735,1
"284",14084,"glacial pace","folk/country","mimicking birds","mimicking birds",7.4,0,3,2010,735,5
"285",14032,"sub pop","folk/country","dear companion","ben sollee and daniel martin moore",6.4,0,3,2010,735,337
"286",13938,"american","folk/country","american recordings vi: ain't no grave","johnny cash",5.7,0,2,2010,735,14
"287",13950,"thrill jockey","folk/country","luck in the valley","jack rose",8.2,0,2,2010,735,320
"288",13960,"drag city","folk/country","have one on me","joanna newsom",9.2,1,2,2010,735,301
"289",13884,"caldo verde","folk/country","thin thin line","kath bloom",8,0,2,2010,735,32
"290",13883,"world circuit","folk/country","ali and toumani","ali farka tour, toumani diabat",8.3,0,2,2010,735,15
"291",13905,"vanguard","folk/country","talking to you, talking to me","the watson twins",6.4,0,2,2010,735,9
"292",13687,"locust","folk/country","shape of the shape","starless & bible black",7.6,0,2,2010,735,38
"293",13890,"gnomonsong","folk/country","you & me","kevin barker",5.9,0,2,2010,735,14
"294",13866,"aagoo","folk/country","versions","au",7.6,0,1,2010,735,3
"295",13769,"skybucket","folk/country","together you and i","barton carroll",7.4,0,1,2010,735,4
"296",13778,"rounder","folk/country","my dusty road","woody guthrie",7.3,0,1,2010,735,24
"297",13734,"asthmatic kitty","folk/country","dead zone boys","jookabox",6.4,0,12,2009,735,74
"298",13639,"fayettenam","folk/country","local currency: solo 1992-1998","franklin bruno",7.5,0,11,2009,735,2
"299",13645,"warner bros.","folk/country","what will we be","devendra banhart",4,0,10,2009,735,197
"300",13612,"mint","folk/country","let's just stay here","carolyn mark, nq arbuckle",7,0,10,2009,735,16
"301",13609,"xl","folk/country","doomsday ep ","elvis perkins in dearland",6.9,0,10,2009,735,134
