"","reviewid","label","genre","title","artist","score","best_new_music","pub_month","pub_year","genre_occurrences","label_count"
"23",22672,"1017 brick squad","rap","1017 vs. the world","gucci mane, lil uzi vert",6.8,0,12,2016,1845,7
"24",22671,"glassnote","rap","awaken, my love","childish gambino",7.2,0,12,2016,1845,26
"25",22675,"self-released","rap","zoovier","fetty wap",6.4,0,12,2016,1845,475
"26",22670,"def jam","rap","red friday","yg",7.2,0,12,2016,1845,119
"27",22613,"heavy on the grind","rap","the d-boy diary books 1 & 2","e-40",6.8,0,11,2016,1845,4
"28",22561,"priority","rap","death certificate","ice cube",9.5,0,11,2016,1845,8
"29",22647,"self-released","rap","free bricks 2: zone 6 edition","gucci mane, future",6.9,0,11,2016,1845,475
"30",22621,"leaving","rap","luz","devonwho",6.5,0,11,2016,1845,16
"31",22607,"epic","rap","we got it from here... thank you 4 your service","a tribe called quest",9,1,11,2016,1845,74
"32",22612,"coke boys","rap","mc4","french montana",7,0,11,2016,1845,3
"33",22612,"epic","rap","mc4","french montana",7,0,11,2016,1845,74
"34",22612,"bad boy","rap","mc4","french montana",7,0,11,2016,1845,12
"35",22605,"dum shiny","rap","have a nice dream","kool a.d.",6,0,11,2016,1845,1
"36",22604,"new funk academy","rap","arcade","topaz jones",7.2,0,11,2016,1845,1
"37",22585,"warp","rap","spaghetto","gaika",7.8,0,11,2016,1845,239
"38",22586,"def jam","rap","trap or die 3","jeezy",6,0,11,2016,1845,119
"39",22586,"yj","rap","trap or die 3","jeezy",6,0,11,2016,1845,1
"40",22599,"rca","rap","cozy tapes vol. 1: friends-","a$ap mob",7.1,0,11,2016,1845,107
"41",22599,"polo grounds","rap","cozy tapes vol. 1: friends-","a$ap mob",7.1,0,11,2016,1845,3
"42",22599,"a$ap worldwide","rap","cozy tapes vol. 1: friends-","a$ap mob",7.1,0,11,2016,1845,1
"43",22566,"music on vinyl","rap","blunted on reality","fugees",7.6,0,11,2016,1845,1
"44",22574,"closed sessions","rap","liberation","oddcouple",7.2,0,11,2016,1845,4
"45",22588,"def jam","rap","black america again","common",7.9,0,11,2016,1845,119
"46",22588,"umg","rap","black america again","common",7.9,0,11,2016,1845,3
"47",22480,"self-released","rap","keep flexin","rich the kid",6.5,0,11,2016,1845,475
"48",22575,"maybach","rap","dc4","meek mill",6.9,0,11,2016,1845,17
"49",22572,"closed sessions","rap","onederful","dj rude one",6.9,0,10,2016,1845,4
"50",22547,"empire","rap","rage & the machine","joe budden",6,0,10,2016,1845,7
"51",22547,"mood muzik","rap","rage & the machine","joe budden",6,0,10,2016,1845,1
"52",22523,"empire","rap","big baby d.r.a.m.","d.r.a.m.",7.8,0,10,2016,1845,7
"53",22523,"atlantic","rap","big baby d.r.a.m.","d.r.a.m.",7.8,0,10,2016,1845,153
"54",22523,"w.a.v.e. recordings","rap","big baby d.r.a.m.","d.r.a.m.",7.8,0,10,2016,1845,2
"55",22522,"atlantic","rap","woptober","gucci mane",7.5,0,10,2016,1845,153
"56",22507,"self-released","rap","self restraint","gods wisdom",4.9,0,10,2016,1845,475
"57",22513,"interscope","rap","thirst 48 pt. ii","boogie",7.8,0,10,2016,1845,174
"58",22511,"atlantic","rap","coconut oil ","lizzo",6.1,0,10,2016,1845,153
"59",22511,"nice life","rap","coconut oil ","lizzo",6.1,0,10,2016,1845,2
"60",22391,"customs","rap","cashmere","swet shop boys",7.4,0,10,2016,1845,1
"61",22486,"so way out tha innerprize","rap","shit don't stop","g perico",7.5,0,10,2016,1845,1
"62",22478,"tommy boy","rap","throwback to the future","brookzill!",6.2,0,10,2016,1845,11
"63",22484,"roc nation","rap","cold summer","dj mustard",6.9,0,10,2016,1845,16
"64",22468,"warp","rap","atrocity exhibition","danny brown",8.5,1,10,2016,1845,239
"65",22446,"self-released","rap","quebec place","innanet james",7.5,0,10,2016,1845,475
"66",22431,"cinematic","rap","the healing component","mick jenkins",7.6,0,9,2016,1845,12
"67",22431,"free nation","rap","the healing component","mick jenkins",7.6,0,9,2016,1845,1
"68",22443,"atlantic","rap","campaign","ty dolla $ign",6.9,0,9,2016,1845,153
"69",22146,"entertainment one","rap","legends never die","chinx",6,0,9,2016,1845,8
"70",22428,"cuss","rap","instrumentalepathy","the gaslamp killer",7.7,0,9,2016,1845,1
"71",22399,"dogfood","rap","mykki","mykki blanco",7.7,0,9,2016,1845,2
"72",22399,"!k7","rap","mykki","mykki blanco",7.7,0,9,2016,1845,85
"73",22421,"zef","rap","mount ninji and da nice time kid","die antwoord",6.1,0,9,2016,1845,3
"74",22384,"radicalized","rap","we are the halluci nation","a tribe called red",8.1,0,9,2016,1845,1
"75",22366,"mello music group","rap","feature magnetic","kool keith",7.5,0,9,2016,1845,13
"76",22293,"warner bros.","rap","the divine feminine ","mac miller",7.8,0,9,2016,1845,197
"77",22403,"fresh in the flesh","rap","the tonite show","dj fresh, ezale",7.4,0,9,2016,1845,1
"78",22335,"lex","rap","lady parts","fudge",6.8,0,9,2016,1845,39
"79",22364,"warner bros.","rap","anything but words","banks & steelz",4.4,0,9,2016,1845,197
"80",22361,"epic","rap","birds in the trap sing mcknight","travis scott",7.2,0,9,2016,1845,74
"81",22363,"top dawg","rap","the suns tirade ","isaiah rashad",8.1,0,9,2016,1845,8
"82",22344,"sub pop","rap","splendor & misery","clipping.",5.3,0,9,2016,1845,337
"83",22344,"deathbomb arc","rap","splendor & misery","clipping.",5.3,0,9,2016,1845,2
"84",22353,"a.o.i., llc","rap","and the anonymous nobody...","de la soul",6.4,0,9,2016,1845,1
"85",22329,"atlantic","rap","jeffery","young thug",8.5,1,9,2016,1845,153
"86",22329,"300 entertainment","rap","jeffery","young thug",8.5,1,9,2016,1845,6
"87",22319,"caroline","rap","the party's over ep","prophets of rage",2,0,8,2016,1845,16
"88",22296,"def jam","rap","prima donna ","vince staples",8,0,8,2016,1845,119
"89",22296,"blacksmith","rap","prima donna ","vince staples",8,0,8,2016,1845,6
"90",22296,"artium","rap","prima donna ","vince staples",8,0,8,2016,1845,4
"91",22340,"self-released","rap","guctiggy ep","gucci mane, zaytoven",6.5,0,8,2016,1845,475
"92",22132,"mca","rap","things fall apart","the roots",9.4,0,8,2016,1845,17
"93",22280,"mello music group","rap","instinctive drowning","red pill",6.5,0,8,2016,1845,13
"94",22211,"interscope","rap","i told you","tory lanez",6.3,0,8,2016,1845,174
"95",22274,"self-released","rap","i.b. tree","tree",7.7,0,8,2016,1845,475
"96",22239,"pi","rap","slbyone","steve lehman, slbyone",8.1,0,8,2016,1845,10
"97",22267,"iron works","rap","honor killed the samurai","ka",8,0,8,2016,1845,3
"98",22210,"rhymesayers","rap","fishing blues","atmosphere",5.6,0,8,2016,1845,39
"99",22261,"self-released","rap","official","kool a.d.",6.4,0,8,2016,1845,475
"100",22232,"mello music group","rap","for mark, your son","lando chill",6,0,8,2016,1845,13
"101",22020,"interscope","rap","sremmlife 2","rae sremmurd",7.6,0,8,2016,1845,174
"102",22020,"ear drummer","rap","sremmlife 2","rae sremmurd",7.6,0,8,2016,1845,4
"103",22221,"self-released","rap","daniel son ; necklace don","2 chainz",7.7,0,8,2016,1845,475
"104",22240,"self-released","rap","summer camp","themind",7,0,8,2016,1845,475
"105",22218,"self-released","rap","telefone","noname",8,0,8,2016,1845,475
"106",22204,"cam & china","rap","cam & china","cam & china",8,0,8,2016,1845,1
"107",22191,"epic","rap","major key","dj khaled",6.9,0,8,2016,1845,74
"108",22199,"1-800 dinosaur","rap","1-800 dinosaur presents trim","trim",6,0,8,2016,1845,1
"109",22201,"self-released","rap","the perfect luv tape","lil uzi vert",6.9,0,8,2016,1845,475
"110",22136,"def jam","rap","lil durk 2x","lil durk",7.7,0,7,2016,1845,119
"111",22177,"quality control","rap","summer songs 2","lil yachty",6.1,0,7,2016,1845,3
"112",22157,"atlantic","rap","everybody looking","gucci mane",7,0,7,2016,1845,153
"113",22160,"300 entertainment","rap","young jefe 2","shy glizzy",7.1,0,7,2016,1845,6
"114",22167,"doggy style","rap","coolaid","snoop dogg",5.8,0,7,2016,1845,1
"115",22167,"entertainment one","rap","coolaid","snoop dogg",5.8,0,7,2016,1845,8
"116",22171,"coalmine","rap","titans in the flesh","blu, nottz",7.2,0,7,2016,1845,1
"117",22043,"tommy boy","rap","buhloone mindstate","de la soul",9.1,0,7,2016,1845,11
"118",22161,"slaughter gang","rap","savage mode","21 savage, metro boomin",7,0,7,2016,1845,1
"119",22121,"deep entertainment","rap","drankin & drivin","z-ro",7.2,0,7,2016,1845,1
"120",22135,"interscope","rap","no hard feelings","dreezy",7.7,0,7,2016,1845,174
"121",22138,"","rap","community service 2!","towkio",6.5,0,7,2016,1845,NA
"122",22101,"columbia","rap","32 levels","clams casino",6.9,0,7,2016,1845,242
"123",22141,"self-released","rap","3 way","migos",6.5,0,7,2016,1845,475
"124",22094,"top dawg","rap","blank face lp","schoolboy q",8.3,1,7,2016,1845,8
"125",22094,"interscope","rap","blank face lp","schoolboy q",8.3,1,7,2016,1845,174
"126",22089,"entertainment one","rap","streets of compton","the game",6.3,0,7,2016,1845,8
"127",22079,"g.o.o.d. music","rap","new english","desiigner",4.7,0,7,2016,1845,5
"128",22077,"free bandz","rap","project e.t. esco terrestrial","future, dj esco",6.8,0,7,2016,1845,7
"129",22036,"self-released","rap","magic 19","bishop nehru",5.9,0,6,2016,1845,475
"130",21988,"def jam","rap","still brazy","yg",8,0,6,2016,1845,119
"131",22046,"dollaz n dealz","rap","lil b.i.g. pac","kodak black",7.2,0,6,2016,1845,1
"132",22031,"empire","rap","mandatory check","mozzy",6.8,0,6,2016,1845,7
"133",22031,"mozzy records","rap","mandatory check","mozzy",6.8,0,6,2016,1845,1
"134",21998,"roc nation","rap","theres alot going on ","vic mensa",7.5,0,6,2016,1845,16
"135",21981,"self-released","rap","big bossin vol. 1","payroll giovanni",8,0,6,2016,1845,475
"136",21904,"ne'astra music group","rap","the fan-tas-tic box set","slum village",8.5,1,6,2016,1845,1
"137",21913,"self-released","rap","iiidrops","joey purp",8.2,1,6,2016,1845,475
"138",21976,"zef","rap","suck on this","die antwoord",5,0,6,2016,1845,3
"139",21957,"bread winners' association","rap","murder for hire 2","kevin gates",7.4,0,5,2016,1845,3
"140",21940,"self-released","rap","it happened in flatbush","the underachievers",5.3,0,5,2016,1845,475
"141",21928,"self-released","rap","august 26th","post malone",5.2,0,5,2016,1845,475
"142",21909,"","rap","coloring book","chance the rapper",9.1,1,5,2016,1845,NA
"143",21858,"boy better know","rap","konnichiwa","skepta",7.8,0,5,2016,1845,2
"144",21879,"harvest","rap","bottomless pit","death grips",8.1,0,5,2016,1845,16
"145",21863,"stones throw","rap","kindness for weakness","homeboy sandman",6.7,0,5,2016,1845,109
"146",21855,"fool's gold","rap","piatto d'oro","meyhem lauren",6.6,0,5,2016,1845,27
"147",21687,"rhymesayers","rap","the impossible kid","aesop rock",8.2,0,5,2016,1845,39
"148",21903,"joyful noise","rap","testarossa","yoni & geti",7.2,0,5,2016,1845,23
"149",21836,"cash money","rap","views","drake",6.8,0,5,2016,1845,19
"150",21836,"young money entertainment","rap","views","drake",6.8,0,5,2016,1845,17
"151",21839,"self-released","rap","all jokes aside","dej loaf",7.5,0,4,2016,1845,475
"152",21637,"profound lore","rap","asphalt for eden","dlek",7.8,0,4,2016,1845,74
"153",21825,"interscope","rap","the stone junction","audio push",7.1,0,4,2016,1845,174
"154",21825,"hs87","rap","the stone junction","audio push",7.1,0,4,2016,1845,2
"155",21826,"rca","rap","always strive and prosper","a$ap ferg",7.3,0,4,2016,1845,107
"156",21837,"anticon","rap","double ecstasy ep","antwon",6.9,0,4,2016,1845,93
"157",21840,"empire","rap","rosecrans","dj quik, problem",6.8,0,4,2016,1845,7
"158",21840,"blake enterprises","rap","rosecrans","dj quik, problem",6.8,0,4,2016,1845,1
"159",21840,"diamond lane music group, inc.","rap","rosecrans","dj quik, problem",6.8,0,4,2016,1845,1
"160",21709,"mass appeal","rap","the diary","j dilla",6.9,0,4,2016,1845,9
"161",21709,"payjay","rap","the diary","j dilla",6.9,0,4,2016,1845,1
"162",21729,"mello music group","rap","don't look down","mr. lif",7,0,4,2016,1845,13
"163",21824,"brainbandits","rap","missed calls","tunji ige",6.8,0,4,2016,1845,1
"164",21824,"bad habit","rap","missed calls","tunji ige",6.8,0,4,2016,1845,1
"165",21829,"bad half entertainment","rap","layers","royce 59",6.4,0,4,2016,1845,1
"166",21812,"closed sessions","rap","nat love","kweku collins",8,0,4,2016,1845,4
"167",21796,"third worlds","rap","interview 2016","death grips",7,0,4,2016,1845,6
"168",21741,"computer ugly","rap","the rebellion sessions","black milk & nat turner",7.1,0,4,2016,1845,3
"169",21790,"self-released","rap","slay-z","azealia banks",7.4,0,3,2016,1845,475
"170",21789,"atlantic","rap","slime season 3","young thug",7.9,0,3,2016,1845,153
"171",21788,"self-released","rap","venis","ramriddlz",4.5,0,3,2016,1845,475
"172",21740,"odd future","rap","genesis","domo genesis",7.2,0,3,2016,1845,16
"173",21712,"self-released","rap","a good night in the ghetto","kamaiyah",8.2,1,3,2016,1845,475
"174",21664,"awful","rap","i'm a piece of shit","father",7.7,0,3,2016,1845,2
"175",21773,"self-released","rap","thug talk","boosie badazz",7.3,0,3,2016,1845,475
"176",21707,"warner bros.","rap","drink more water 6","ilovemakonnen",6.2,0,3,2016,1845,197
"177",21617,"mello music group","rap","hella personal film festival","open mike eagle & paul white",7.3,0,3,2016,1845,13
"178",21736,"self-released","rap","lil boat","lil yachty",4.8,0,3,2016,1845,475
"179",21549,"glorious dead","rap","3001: a laced odyssey","flatbush zombies",7.2,0,3,2016,1845,1
"180",21713,"bruiser brigade","rap","bothic","zelooperz",6.3,0,3,2016,1845,1
"181",21706,"def jam","rap","collegrove","lil wayne, 2 chainz",6.8,0,3,2016,1845,119
"182",21705,"top dawg entertainment","rap","untitled unmastered.","kendrick lamar",8.6,1,3,2016,1845,5
"183",21643,"srfschl","rap","he has risen","smoke dza",6.9,0,3,2016,1845,1
"184",21582,"mello music group","rap","lullabies for the broken brain","quelle chris",7.4,0,3,2016,1845,13
"185",21600,"g.o.o.d. music","rap","hxlt","hxlt",4.9,0,3,2016,1845,5
"186",21604,"fool's gold","rap","jerome raheem fortune","rome fortune",7,0,2,2016,1845,27
"187",21504,"self-released","rap","this unruly mess i've made","macklemore, ryan lewis",5.1,0,2,2016,1845,475
"188",21544,"motown","rap","in my mind","bj the chicago kid",7.6,0,2,2016,1845,14
"189",21657,"self-released","rap","wave gods","french montana",7.9,0,2,2016,1845,475
"190",21608,"sick wid it","rap","euphoria ep","amthst",7.1,0,2,2016,1845,2
"191",21602,"epic","rap","the art of hustle","yo gotti",6.6,0,2,2016,1845,74
"192",21566,"western vinyl","rap","ritualize","lushlife",5.8,0,2,2016,1845,52
"193",21581,"self-released","rap","under the perspective tree ep","why khaliq",7.8,0,2,2016,1845,475
"194",21542,"def jam","rap","the life of pablo","kanye west",9,1,2,2016,1845,119
"195",21542,"g.o.o.d. music","rap","the life of pablo","kanye west",9,1,2,2016,1845,5
"196",21565,"atlantic","rap","khalifa","wiz khalifa",5.1,0,2,2016,1845,153
"197",21598,"self-released","rap","out my feelings (in my past) ","boosie badazz",7.6,0,2,2016,1845,475
"198",21578,"epic","rap","evol","future",7.3,0,2,2016,1845,74
"199",21578,"free bandz","rap","evol","future",7.3,0,2,2016,1845,7
"200",21532,"all city","rap","wraptaypes","knxwledge",7.4,0,2,2016,1845,5
"201",21554,"self-released","rap","super saiyan vol. 3","sicko mobb",6.8,0,2,2016,1845,475
"202",21579,"atlantic","rap","i'm up","young thug",7.6,0,2,2016,1845,153
"203",21579,"300 entertainment","rap","i'm up","young thug",7.6,0,2,2016,1845,6
"204",21520,"self-released","rap","who the fuck is chris spencer??","vic spencer, chris crack",8.1,0,2,2016,1845,475
"205",21287,"atlantic","rap","islah","kevin gates",8.5,1,2,2016,1845,153
"206",21287,"bread winners' association","rap","islah","kevin gates",8.5,1,2,2016,1845,3
"207",21541,"self-released","rap","felt like cappin","2 chainz",7.2,0,2,2016,1845,475
"208",21528,"pow recordings","rap","past cloaks","chester watson",7.2,0,2,2016,1845,1
"209",21517,"fader","rap","martyrloserking","saul williams",7.1,0,2,2016,1845,11
"210",21480,"quality control","rap","young rich ni$$a$ 2","migos",7.4,0,1,2016,1845,3
"211",21496,"free bandz","rap","purple reign","future",7.2,0,1,2016,1845,7
"212",21448,"self-released","rap","age 101: drop x","little simz",7.4,0,1,2016,1845,475
"213",21457,"gangsta grillz","rap","the new toronto","tory lanez",3.9,0,1,2016,1845,2
"214",21440,"felder","rap","cuzznz","snoop dogg, daz dillinger",6.1,0,1,2016,1845,1
"215",21440,"dilly recordz","rap","cuzznz","snoop dogg, daz dillinger",6.1,0,1,2016,1845,1
"216",21490,"self-released","rap","northern lights","allan kingdom",7.5,0,1,2016,1845,475
"217",21403,"self-released","rap","king stays king","timbaland",5.7,0,1,2016,1845,475
"218",21397,"self-released","rap","the return of the dragon (the abstract went on vacation)","busta rhymes",5.6,0,1,2016,1845,475
"219",21426,"self-released","rap","free crack 3","lil bibby",7.1,0,1,2016,1845,475
"220",21446,"dreamville","rap","nothin personal","cozz",6.9,0,1,2016,1845,4
"221",21392,"self-released","rap","thugged out pissed off","lil b",6.3,0,1,2016,1845,475
"222",21378,"vate","rap","5 o'clock shadow","jimi tents",7.9,0,1,2016,1845,1
"223",21386,"self-released","rap","300 days 300 nights","lil durk",7,0,1,2016,1845,475
"224",21355,"glo gang","rap","nobody 2","chief keef",6.7,0,1,2016,1845,1
"225",21424,"self-released","rap","in my feelings (going' thru it)","boosie badazz",6.9,0,1,2016,1845,475
"226",21351,"republic","rap","speedin' bullet 2 heaven","kid cudi",4,0,1,2016,1845,28
"227",21368,"sonic cathedral","rap","t r i s h ep","odd nosdam",6.8,0,1,2016,1845,4
"228",21341,"def jam","rap","this thing called life","august alsina",7.4,0,1,2016,1845,119
"229",21337,"def jam","rap","darkest before dawn","pusha t",8.2,0,1,2016,1845,119
"230",21337,"g.o.o.d. music","rap","darkest before dawn","pusha t",8.2,0,1,2016,1845,5
"231",21349,"self-released","rap","lice ep","aesop rock, homeboy sandman",7.7,0,1,2016,1845,475
"232",21329,"letter racer","rap","lil me","wiki",7.6,0,12,2015,1845,1
"233",21344,"maybach/warner bros.","rap","black market","rick ross",7,0,12,2015,1845,2
"234",21312,"bgsw","rap","big grrrl small world","lizzo",7.5,0,12,2015,1845,1
"235",21308,"mass appeal","rap","long live the pimp","pimp c",5,0,12,2015,1845,9
"236",21325,"rca","rap","when it's dark out","g-eazy",6.7,0,12,2015,1845,107
"237",21292,"warner bros.","rap","ilovemakonnen 2","ilovemakonnen",7.6,0,12,2015,1845,197
"238",21292,"ovo sound","rap","ilovemakonnen 2","ilovemakonnen",7.6,0,12,2015,1845,6
"239",21281,"def jam","rap","top 5 dead or alive","jadakiss",5.5,0,12,2015,1845,119
"240",21293,"self-released","rap","pregnant with success","junglepussy",7.5,0,12,2015,1845,475
"241",21209,"soulection","rap","and after that, we didnt talk","goldlink",7.3,0,12,2015,1845,1
"242",21320,"self-released","rap","9th house","muja messiah, i self devine",7.3,0,11,2015,1845,475
"243",21164,"def jam","rap","church in these streets","jeezy",6,0,11,2015,1845,119
"244",21274,"esgn","rap","shadow of a doubt","freddie gibbs",7.8,0,11,2015,1845,2
"245",21239,"mello music group","rap","time & materials","cavanaugh",7.2,0,11,2015,1845,13
"246",21216,"def jam","rap","the incredible true story","logic",6.1,0,11,2015,1845,119
"247",21255,"sick wid it","rap","nef the pharaoh ep","nef the pharaoh",7.3,0,11,2015,1845,2
"248",20916,"atlantic","rap","free tc","ty dolla $ign",7.7,0,11,2015,1845,153
"249",21218,"legacy","rap","people's instinctive travels and the paths of rhythm","a tribe called quest",10,1,11,2015,1845,57
"250",21109,"xl","rap","riot boi","le1f",7.5,0,11,2015,1845,134
"251",21109,"terrible","rap","riot boi","le1f",7.5,0,11,2015,1845,11
"252",21215,"javotti","rap","indie 500","talib kweli, 9th wonder",6.3,0,11,2015,1845,2
"253",21215,"jamla","rap","indie 500","talib kweli, 9th wonder",6.3,0,11,2015,1845,1
"254",21272,"epic","rap","mmm","puff daddy",6.6,0,11,2015,1845,74
"255",21272,"bad boy","rap","mmm","puff daddy",6.6,0,11,2015,1845,12
"256",21262,"self-released","rap","slime season 2","young thug",7.9,0,11,2015,1845,475
"257",21132,"cinematic","rap","late knight special","kirk knight",6.4,0,11,2015,1845,12
"258",21132,"pro era","rap","late knight special","kirk knight",6.4,0,11,2015,1845,2
"259",21251,"self-released","rap","coke zoo","french montana, fetty wap",6.6,0,11,2015,1845,475
"260",21154,"black market activities","rap","yellow tape activities","mozzy",7.5,0,11,2015,1845,2
"261",21226,"atlantic","rap","gahdamn! ep","d.r.a.m.",6.9,0,10,2015,1845,153
"262",21226,"w.a.v.e. recordings","rap","gahdamn! ep","d.r.a.m.",6.9,0,10,2015,1845,2
"263",21156,"vintage vibez music group","rap","dillatronic","j dilla",7,0,10,2015,1845,1
"264",21155,"bangyahead!","rap","bad neighbor","madlib, m.e.d., blu",7.2,0,10,2015,1845,1
"265",21224,"self-released","rap","airplane mode","ty dolla $ign",6.8,0,10,2015,1845,475
"266",21153,"cinematic","rap","ballin like im kobe","g herbo",7.2,0,10,2015,1845,12
"267",21153,"machine entertainment","rap","ballin like im kobe","g herbo",7.2,0,10,2015,1845,1
"268",21153,"150 dream team","rap","ballin like im kobe","g herbo",7.2,0,10,2015,1845,1
"269",21172,"columbia","rap","all we need","raury",6.8,0,10,2015,1845,242
"270",20903,"entertainment one","rap","the documentary 2 ","the game",7.2,0,10,2015,1845,8
"271",20903,"blood money","rap","the documentary 2 ","the game",7.2,0,10,2015,1845,1
"272",21202,"self-released","rap","bylug world","doughboyz cashout",6.8,0,10,2015,1845,475
"273",21199,"ruby yacht","rap","so the flies don't come","milo",7.4,0,10,2015,1845,1
"274",21199,"the order label","rap","so the flies don't come","milo",7.4,0,10,2015,1845,1
"275",21113,"hyperdub","rap","armz house ep","cooly g",7.4,0,10,2015,1845,54
"276",21038,"warner bros.","rap","go:od am","mac miller",7.3,0,10,2015,1845,197
"277",21080,"entertainment one","rap","da reality show","young dro",7.4,0,10,2015,1845,8
"278",21145,"mass appeal","rap","meow the jewels","run the jewels",7,0,10,2015,1845,9
"279",21166,"epic","rap","big grams","big grams",6.4,0,10,2015,1845,74
"280",21094,"top dawg entertainment","rap","90059","jay rock",8,0,10,2015,1845,5
"281",21043,"300 entertainment","rap","fetty wap","fetty wap",7.6,0,9,2015,1845,6
"282",21107,"age 101","rap","a curious tale of trials + persons","little simz",7.8,0,9,2015,1845,2
"283",20893,"epic","rap","live & grow","casey veggies",5.7,0,9,2015,1845,74
"284",20998,"rpm msc","rap","evermore: the art of duality","the underachievers",7.5,0,9,2015,1845,1
"285",21076,"self-released","rap","100% juice","juicy j",7.1,0,9,2015,1845,475
"286",21099,"self-released","rap","slime season","young thug",7.6,0,9,2015,1845,475
"287",21075,"grand hustle","rap","da' nic ep","t.i.",6.9,0,9,2015,1845,7
"288",21102,"cash money","rap","what a time to be alive","drake, future",7,0,9,2015,1845,19
"289",21102,"epic","rap","what a time to be alive","drake, future",7,0,9,2015,1845,74
"290",20954,"self-released","rap","thirst trap ep","donmonique",6.8,0,9,2015,1845,475
"291",20890,"ogm","rap","imani, vol. 1","blackalicious",7.2,0,9,2015,1845,1
"292",21016,"epic","rap","rodeo","travis scott",6,0,9,2015,1845,74
"293",21025,"def jam","rap","black dollar","rick ross",7.1,0,9,2015,1845,119
"294",20924,"entertainment one","rap","welcome to jfk","chinx",7.3,0,9,2015,1845,8
"295",20932,"mello music group","rap","anesthesia","verbal kent",6,0,9,2015,1845,13
"296",21000,"tommy boy","rap","the meth lab","method man",4,0,9,2015,1845,11
"297",20922,"cinematic","rap","wave[s]","mick jenkins",7.6,0,8,2015,1845,12
"298",20922,"good years","rap","wave[s]","mick jenkins",7.6,0,8,2015,1845,4
"299",20926,"self-released","rap","trap-a-velli tre","2 chainz",6.6,0,8,2015,1845,475
"300",20844,"the artist","rap","drought season 3","berner, the jacka",7.3,0,8,2015,1845,3
"301",20844,"bern one","rap","drought season 3","berner, the jacka",7.3,0,8,2015,1845,1
"302",20941,"quite scientific","rap","transgressor","tunde olaniran",7.2,0,8,2015,1845,5
"303",20915,"stones throw","rap","detroit's son","guilty simpson",6,0,8,2015,1845,109
"304",20887,"self-released","rap","finesse the world","retch",6.8,0,8,2015,1845,475
"305",20925,"self-released","rap","bang 3","chief keef",7.1,0,8,2015,1845,475
"306",20905,"self-released","rap","winters diary 3","tink",7.2,0,8,2015,1845,475
"307",20935,"interscope","rap","compton","dr. dre",8.8,1,8,2015,1845,174
"308",20935,"aftermath","rap","compton","dr. dre",8.8,1,8,2015,1845,17
"309",20896,"columbia","rap","#andseethatsthething ep","dej loaf",7.4,0,8,2015,1845,242
"310",20955,"self-released","rap","free (based freestyles mixtape)","lil b, chance the rapper",7.7,0,8,2015,1845,475
"311",20919,"self-released","rap","public domain 4","chris crack",7.2,0,8,2015,1845,475
"312",20901,"g funk","rap","regulate...g funk era part ii ep","warren g",7.4,0,8,2015,1845,1
"313",20884,"10 summers","rap","10 summers: the mixtape vol. 1","dj mustard",6.3,0,8,2015,1845,1
"314",20882,"grand hustle","rap","tha truth ","trae tha truth",6.7,0,8,2015,1845,7
"315",20843,"atlantic","rap","yung rich nation","migos",7,0,7,2015,1845,153
"316",20843,"quality control","rap","yung rich nation","migos",7,0,7,2015,1845,3
"317",20843,"300 entertainment","rap","yung rich nation","migos",7,0,7,2015,1845,6
